date,vacancies,area_BROCK,area_EXCH,area_FRASER,area_GREEN,area_IONA,area_KWTQ,area_MARINE,area_POND,area_STJOHN,area_TBIRD,area_AP_UA
2023-07-16,121,0,3,0,15,0,3,13,10,34,13,30
2023-07-17,123,1,3,0,15,0,3,13,10,34,14,30
2023-07-18,111,1,1,0,15,0,2,8,8,34,12,30
2023-07-19,108,1,1,0,15,0,2,8,9,34,8,30
2023-07-20,108,1,2,0,15,0,2,8,9,34,8,29
2023-07-21,107,1,2,0,15,0,2,9,9,34,6,29
2023-07-22,108,1,2,0,15,0,2,10,8,34,7,29
2023-07-23,110,1,2,0,15,0,2,10,8,35,8,29
2023-07-24,107,1,2,0,15,0,2,10,8,35,6,28
2023-07-25,107,1,2,0,15,0,2,10,7,35,7,28
2023-07-26,107,1,2,0,15,0,2,9,8,35,8,27
2023-07-27,106,2,2,0,15,0,3,6,8,35,8,27
2023-07-28,105,2,2,0,15,0,3,6,7,35,8,27
2023-07-29,105,2,2,0,15,0,3,6,7,35,8,27
2023-07-30,109,3,2,1,15,0,3,6,7,35,10,27
2023-07-31,107,3,2,1,15,0,3,6,7,35,8,27
2023-08-01,98,2,3,2,15,0,2,6,4,35,7,22
2023-08-02,118,4,3,2,15,0,3,6,5,39,9,32
2023-08-03,122,5,3,2,15,0,3,7,4,40,10,33
2023-08-04,123,5,4,1,15,0,4,7,4,40,10,33
2023-08-05,117,2,3,1,15,0,3,6,3,40,11,33
2023-08-06,115,2,3,1,15,0,4,6,3,40,11,30
2023-08-07,110,2,3,1,15,0,4,6,4,40,8,27
2023-08-08,112,2,3,1,15,0,4,7,4,40,9,27
2023-08-09,112,2,3,1,15,0,4,7,4,40,9,27
2023-08-10,108,2,3,1,15,0,3,7,4,40,6,27
2023-08-11,106,2,3,1,15,0,2,5,4,40,7,27
2023-08-12,109,2,5,1,15,0,2,5,4,40,7,28
2023-08-13,109,2,5,1,15,0,2,5,4,40,7,28
2023-08-14,110,3,5,1,15,0,2,5,4,40,7,28
2023-08-15,118,15,5,1,15,0,2,6,4,40,7,23
2023-08-16,154,19,5,1,15,0,3,6,4,71,7,23
2023-08-17,159,19,6,2,15,0,3,6,6,72,7,23
2023-08-18,145,14,4,1,15,0,3,5,3,72,6,22
2023-08-19,178,16,7,2,15,1,8,18,9,72,8,22
2023-08-20,133,10,3,0,15,0,3,4,4,70,5,19
2023-08-21,139,10,4,2,15,0,4,15,3,59,10,17
2023-08-22,137,9,3,3,15,0,4,17,3,57,10,16
2023-08-23,132,9,3,2,15,0,4,18,3,52,9,17
2023-08-24,124,9,3,2,15,0,4,18,1,48,7,17
2023-08-25,156,10,3,2,49,0,3,18,2,45,7,17
2023-08-26,140,11,2,1,49,0,1,8,2,42,7,17
2023-08-27,209,17,14,2,49,1,12,30,16,41,10,17
2023-08-28,208,17,15,2,49,1,12,29,16,40,10,17
2023-08-29,210,17,14,2,49,1,12,27,16,40,15,17
2023-08-30,205,17,14,2,49,1,12,26,16,39,12,17
2023-08-31,195,18,14,2,49,1,11,23,15,32,14,16
2023-09-01,60,9,4,1,2,1,2,8,6,5,12,10
2023-09-02,136,10,7,3,2,1,2,17,8,6,31,49
2023-09-03,141,8,7,3,2,1,2,18,9,6,32,53
2023-09-04,147,8,7,3,2,1,2,18,10,6,34,56
2023-09-05,135,7,7,2,2,1,2,13,10,7,30,54
2023-09-06,133,7,8,2,2,1,3,14,9,7,27,53
2023-09-07,111,2,4,2,2,1,2,8,7,7,23,53
2023-09-08,110,3,4,2,1,1,3,8,7,5,23,53
2023-09-09,111,3,4,2,2,1,3,8,7,5,23,53
2023-09-10,110,3,4,2,2,1,3,8,7,5,22,53
2023-09-11,110,3,5,2,2,1,3,8,7,5,21,53
2023-09-12,109,3,5,2,2,1,3,8,7,5,19,54
2023-09-13,109,4,5,2,2,1,4,8,5,5,19,54
2023-09-14,103,3,3,2,2,1,2,7,4,5,20,54
2023-09-15,98,3,3,2,2,1,2,6,3,5,17,54
2023-09-16,98,3,3,2,2,1,2,7,3,5,17,53
2023-09-17,101,3,3,1,2,1,2,8,5,5,18,53
2023-09-18,100,3,4,1,2,1,2,8,6,5,15,53
2023-09-19,95,2,3,1,2,1,1,7,4,5,16,53
2023-09-20,92,2,3,1,2,1,1,7,4,5,16,50
2023-09-21,93,2,3,1,2,1,1,7,5,5,16,50
2023-09-22,94,2,3,2,2,1,1,7,5,5,16,50
2023-09-23,92,1,4,2,2,1,1,7,5,5,16,48
2023-09-24,91,1,4,2,2,1,1,7,5,5,16,47
2023-09-25,89,1,4,2,2,1,1,7,5,5,15,46
2023-09-26,93,2,4,2,2,1,2,7,5,6,18,44
2023-09-27,87,2,3,2,2,0,2,7,3,6,18,42
2023-09-28,85,2,3,2,2,0,2,7,4,6,15,42
2023-09-29,82,1,3,2,2,0,3,7,4,6,12,42
2023-09-30,80,1,3,2,2,0,3,9,4,6,11,39
2023-10-01,85,2,3,2,2,0,3,14,4,6,12,37
2023-10-02,102,3,3,3,2,1,3,16,6,7,14,44
2023-10-03,101,3,4,3,2,1,3,15,6,7,13,44
2023-10-04,103,3,4,3,2,1,3,17,6,7,13,44
2023-10-05,98,1,4,3,2,1,3,17,5,7,12,43
2023-10-06,100,1,4,3,2,1,4,16,7,7,13,42
2023-10-07,99,1,4,3,2,2,5,12,7,7,14,42
2023-10-08,103,1,6,3,2,2,5,12,8,7,15,42
2023-10-09,101,2,6,3,2,2,5,12,8,7,15,39
2023-10-10,99,2,6,3,2,2,5,12,8,7,14,38
2023-10-11,98,2,5,3,2,2,5,12,8,7,14,38
2023-10-12,91,2,5,2,2,2,3,12,5,7,13,38
2023-10-13,91,2,5,2,2,2,4,10,5,7,13,39
2023-10-14,91,2,5,2,2,2,4,10,5,7,13,39
2023-10-15,90,2,6,2,2,2,4,10,5,7,13,37
2023-10-16,91,2,5,2,2,2,5,10,5,7,14,37
2023-10-17,92,1,6,2,2,2,5,10,6,7,14,37
2023-10-18,88,1,5,1,2,1,5,11,4,7,14,37
2023-10-19,85,1,4,1,2,1,5,9,4,7,14,37
2023-10-20,79,1,3,1,2,1,5,9,4,7,12,34
2023-10-21,81,1,4,1,2,1,5,9,5,7,12,34
2023-10-22,81,1,4,1,2,1,5,10,5,7,11,34
2023-10-23,81,1,4,1,2,1,5,10,5,7,11,34
2023-10-24,80,1,5,1,2,0,5,10,5,7,10,34
2023-10-25,78,0,5,1,2,0,5,10,5,7,10,33
2023-10-26,78,0,5,1,2,0,5,10,5,7,10,33
2023-10-27,78,0,5,1,2,0,5,10,5,7,10,33
2023-10-28,78,0,5,1,2,0,5,10,6,7,10,32
2023-10-29,77,0,5,1,2,0,5,10,6,7,10,31
2023-10-30,75,0,5,0,2,0,5,10,6,7,10,30
2023-10-31,70,0,5,0,2,0,5,10,6,7,9,26
2023-11-01,64,0,5,0,2,0,5,10,6,8,9,19
2023-11-02,75,0,5,0,2,0,7,12,6,9,10,24
2023-11-03,77,0,4,0,2,0,7,10,6,10,12,26
2023-11-04,78,0,4,0,2,0,7,10,6,10,12,27
2023-11-05,79,0,4,0,2,0,7,10,6,10,11,29
2023-11-06,81,0,4,0,2,0,6,11,6,10,12,30
2023-11-07,78,0,3,0,2,0,4,11,4,10,13,31
2023-11-08,76,0,3,0,2,0,4,11,4,10,11,31
2023-11-09,75,0,3,0,2,0,4,10,4,10,11,31
2023-11-10,70,0,3,0,2,0,4,9,4,10,11,27
2023-11-11,67,0,3,0,2,0,3,9,3,10,11,26
2023-11-12,68,1,3,0,2,0,3,10,3,10,11,25
2023-11-13,66,1,1,0,2,0,3,10,3,10,11,25
2023-11-14,66,1,1,0,2,0,3,9,4,10,11,25
2023-11-15,67,1,1,0,2,0,3,11,4,10,11,24
2023-11-16,67,1,1,0,2,0,3,11,5,10,11,23
2023-11-17,66,1,1,0,2,0,3,11,5,10,11,22
2023-11-18,65,1,1,0,2,0,3,9,5,10,12,22
2023-11-19,67,1,1,0,2,0,3,9,5,11,13,22
2023-11-20,65,1,1,0,2,0,3,9,5,11,12,21
2023-11-21,66,1,1,0,2,0,3,10,5,11,12,21
2023-11-22,66,1,1,0,2,0,3,10,5,11,13,20
2023-11-23,64,1,1,0,2,0,3,10,4,11,12,20
2023-11-24,64,1,1,1,2,0,3,9,4,11,12,20
2023-11-25,61,0,1,1,2,0,3,8,4,11,11,20
2023-11-26,60,0,1,1,2,0,3,8,4,11,11,19
2023-11-27,61,0,1,1,2,0,3,9,4,11,11,19
2023-11-28,58,0,1,1,2,0,1,10,2,11,11,19
2023-11-29,58,0,0,1,2,0,2,10,2,11,11,19
2023-11-30,57,0,0,1,2,0,2,10,2,11,11,18
2023-12-01,43,0,0,1,2,0,2,6,2,9,10,11
2023-12-02,59,1,1,1,3,0,3,6,3,12,13,16
2023-12-03,61,1,2,1,3,0,3,6,3,12,13,17
2023-12-04,64,1,2,2,3,0,3,8,3,12,13,17
2023-12-05,63,0,2,2,3,0,3,8,3,12,13,17
2023-12-06,61,0,2,2,3,0,2,8,2,12,12,18
2023-12-07,59,0,2,1,3,0,2,8,2,12,11,18
2023-12-08,58,0,1,1,3,0,2,8,2,12,11,18
2023-12-09,57,0,1,1,3,0,2,7,2,12,11,18
2023-12-10,56,0,1,1,3,0,2,7,2,12,11,17
2023-12-11,58,0,1,1,3,0,2,8,3,12,11,17
2023-12-12,56,0,1,1,3,0,1,8,2,12,11,17
2023-12-13,56,0,1,1,3,0,2,7,2,12,11,17
2023-12-14,50,0,1,1,3,0,2,3,1,12,11,16
2023-12-15,45,1,0,0,3,0,2,4,1,12,10,12
2023-12-16,45,1,0,0,3,0,1,4,1,12,11,12
2023-12-17,45,1,0,0,3,0,1,4,1,12,11,12
2023-12-18,45,1,0,0,3,0,1,3,1,12,11,13
2023-12-19,50,1,1,1,3,0,1,4,2,12,11,14
2023-12-20,51,2,1,1,3,0,2,5,3,12,11,11
2023-12-21,58,2,2,1,3,0,3,7,4,12,13,11
2023-12-22,60,2,2,2,3,0,6,6,4,12,13,10
2023-12-23,65,1,6,1,3,0,5,7,6,12,14,10
2023-12-24,170,13,27,3,3,0,26,35,27,12,14,10
2023-12-25,175,13,27,3,3,0,27,36,30,12,15,9
2023-12-26,183,13,27,3,3,1,28,38,33,12,17,8
2023-12-27,185,14,27,3,3,1,28,40,33,12,16,8
2023-12-28,184,15,27,2,3,1,29,41,33,12,13,8
2023-12-29,185,15,27,2,3,1,31,41,33,12,12,8
2023-12-30,186,15,28,2,3,1,31,43,33,12,9,9
2023-12-31,190,15,29,2,3,1,33,43,35,12,9,8
2024-01-01,191,17,33,2,3,1,33,48,35,7,8,4
2024-01-02,259,21,41,2,3,1,36,51,40,12,21,31
2024-01-03,264,22,42,2,3,1,37,52,39,12,21,33
2024-01-04,267,22,41,2,3,1,39,52,40,12,21,34
2024-01-05,253,21,36,2,3,1,38,51,41,10,20,30
2024-01-06,244,20,34,2,3,1,38,47,39,10,20,30
2024-01-07,85,3,4,1,3,0,2,9,7,10,16,30
2024-01-08,84,4,4,1,3,0,2,11,7,9,16,27
2024-01-09,82,3,4,1,3,0,2,11,5,10,16,27
2024-01-10,79,3,4,1,3,0,2,10,5,10,16,25
2024-01-11,83,5,4,1,3,0,2,11,6,10,17,24
2024-01-12,76,5,3,1,3,0,2,9,6,11,15,21
2024-01-13,75,5,3,1,3,0,2,10,4,11,15,21
2024-01-14,74,5,3,1,3,0,2,10,3,11,15,21
2024-01-15,64,5,3,1,3,0,2,9,2,9,12,18
2024-01-16,60,4,1,0,3,0,2,9,3,9,12,17
2024-01-17,59,4,1,0,3,0,2,9,3,9,11,17
2024-01-18,59,5,1,0,3,0,2,9,3,9,12,15
2024-01-19,58,5,0,0,3,0,2,8,4,9,12,15
2024-01-20,54,5,0,0,3,0,2,11,4,9,9,11
2024-01-21,54,5,0,0,3,0,2,11,4,9,9,11
2024-01-22,54,5,0,0,3,0,2,11,4,9,9,11
2024-01-23,56,5,0,0,3,0,2,11,5,9,9,12
2024-01-24,57,5,0,0,3,0,2,12,5,9,9,12
2024-01-25,57,5,0,0,3,0,2,12,6,9,9,11
2024-01-26,56,5,0,0,3,0,2,12,5,9,9,11
2024-01-27,55,5,0,0,3,0,1,12,5,9,9,11
2024-01-28,49,3,0,0,3,0,1,10,3,9,9,11
2024-01-29,50,3,0,1,3,0,1,10,3,9,9,11
2024-01-30,54,2,0,1,3,0,1,13,3,9,10,12
2024-01-31,51,1,0,1,3,0,1,13,2,9,10,11
2024-02-01,47,1,0,2,2,0,1,13,2,7,10,9
2024-02-02,60,2,1,2,2,0,2,12,3,9,12,15
2024-02-03,58,1,1,2,2,0,2,11,3,9,12,15
2024-02-04,60,0,1,2,2,0,2,12,3,9,13,16
2024-02-05,62,0,1,2,2,0,2,11,3,10,13,18
2024-02-06,61,0,2,2,2,0,2,9,3,10,13,18
2024-02-07,60,0,2,2,2,0,1,9,3,10,13,18
2024-02-08,61,0,3,2,2,0,1,9,3,10,13,18
2024-02-09,60,0,3,2,2,0,2,8,3,10,12,18
2024-02-10,59,0,3,0,2,0,3,8,3,10,12,18
2024-02-11,59,0,3,0,2,0,3,8,3,10,12,18
2024-02-12,59,0,3,0,2,0,3,8,3,10,12,18
2024-02-13,61,1,4,0,2,0,3,8,2,10,13,18
2024-02-14,59,1,4,0,2,0,3,7,1,10,13,18
2024-02-15,55,1,3,0,2,0,3,7,1,10,11,17
2024-02-16,49,0,2,0,2,0,2,5,2,10,12,14
2024-02-17,48,0,1,0,2,0,2,5,2,10,12,14
2024-02-18,48,0,2,0,2,0,2,5,2,10,11,14
2024-02-19,50,0,2,0,2,0,2,6,2,10,12,14
2024-02-20,47,0,2,0,2,0,2,6,1,10,11,13
2024-02-21,46,0,2,0,2,0,2,6,1,10,11,12
2024-02-22,45,0,2,0,2,0,2,6,1,10,11,11
2024-02-23,43,0,2,0,2,0,2,6,1,11,10,9
2024-02-24,44,0,2,0,2,0,2,6,1,11,11,9
2024-02-25,44,0,2,0,2,0,2,6,1,11,11,9
2024-02-26,45,0,2,0,2,0,3,7,1,11,10,9
2024-02-27,44,0,3,0,2,0,3,7,1,11,9,8
2024-02-28,43,0,3,0,2,0,3,8,1,10,8,8
2024-02-29,44,0,3,0,2,0,3,8,1,10,9,8
2024-03-01,37,0,3,0,2,0,3,8,1,9,9,2
2024-03-02,55,1,3,0,2,0,4,13,2,11,11,8
2024-03-03,59,1,3,0,2,0,4,13,2,11,15,8
2024-03-04,60,1,4,0,2,0,4,13,2,11,15,8
2024-03-05,57,1,4,0,2,0,4,12,2,11,13,8
2024-03-06,56,1,4,0,2,0,4,12,2,10,13,8
2024-03-07,56,1,4,0,2,0,4,12,2,10,13,8
2024-03-08,57,1,4,0,2,0,4,12,2,11,14,7
2024-03-09,56,1,4,0,2,0,4,12,2,11,14,6
2024-03-10,55,1,4,0,2,0,4,12,2,11,14,5
2024-03-11,54,1,4,0,2,0,4,12,2,11,14,4
2024-03-12,54,1,4,0,2,0,4,12,2,11,14,4
2024-03-13,55,1,4,0,2,0,4,12,2,11,15,4
2024-03-14,54,1,4,0,2,0,4,12,2,11,15,3
2024-03-15,53,1,4,0,2,0,3,12,2,11,15,3
2024-03-16,52,1,4,0,2,0,3,12,2,11,14,3
2024-03-17,52,1,4,0,2,0,3,12,2,11,14,3
2024-03-18,51,1,4,0,2,0,3,12,2,11,14,2
2024-03-19,52,1,4,0,2,0,4,12,2,11,14,2
2024-03-20,53,1,4,0,2,0,4,12,2,11,15,2
2024-03-21,53,1,4,0,2,0,4,12,2,11,15,2
2024-03-22,53,1,4,0,2,0,4,12,2,11,15,2
2024-03-23,53,1,5,0,2,0,4,12,2,11,14,2
2024-03-24,53,1,5,0,2,0,4,12,2,11,14,2
2024-03-25,52,1,5,0,2,0,4,12,2,11,14,1
2024-03-26,47,1,5,0,2,0,4,12,2,11,9,1
2024-03-27,48,1,5,0,2,0,4,12,2,11,10,1
2024-03-28,48,1,5,0,2,0,4,12,2,11,10,1
2024-03-29,48,1,5,0,2,0,4,13,2,11,9,1
2024-03-30,48,1,5,0,2,0,4,13,2,11,9,1
2024-03-31,47,1,5,0,2,0,4,13,2,11,9,0
2024-04-01,47,1,5,0,2,0,4,14,2,10,9,0
2024-04-02,59,2,5,0,2,0,4,14,2,14,11,5
2024-04-03,58,2,5,0,2,0,4,14,2,14,10,5
2024-04-04,58,2,5,0,2,0,4,14,2,14,10,5
2024-04-05,58,2,5,0,2,0,4,14,2,14,10,5
2024-04-06,57,2,5,0,2,0,4,14,2,13,10,5
2024-04-07,59,2,5,0,2,0,4,14,2,14,11,5
2024-04-08,57,2,5,0,2,0,4,14,2,14,11,3
2024-04-09,56,2,5,0,2,0,4,14,2,14,11,2
2024-04-10,56,2,5,0,2,0,4,14,2,14,11,2
2024-04-11,56,2,5,0,2,0,4,14,2,14,11,2
2024-04-12,56,2,5,0,2,0,4,14,2,14,11,2
2024-04-13,57,3,5,0,2,0,4,14,2,14,11,2
2024-04-14,57,3,5,0,2,0,4,14,2,14,11,2
2024-04-15,56,3,5,0,2,0,4,14,2,13,11,2
2024-04-16,56,3,5,0,2,0,4,14,2,13,11,2
2024-04-17,56,3,5,0,2,0,4,14,2,13,11,2
2024-04-18,56,3,5,0,2,0,4,14,2,13,11,2
2024-04-19,56,3,5,0,2,0,4,14,2,13,11,2
2024-04-20,56,3,5,0,2,0,4,15,2,13,11,1
2024-04-21,56,3,5,0,2,0,4,15,2,13,11,1
2024-04-22,56,3,5,0,2,0,4,15,2,13,11,1
2024-04-23,56,3,5,0,2,0,4,15,2,13,11,1
2024-04-24,55,3,5,0,2,0,4,15,2,13,10,1
2024-04-25,55,3,5,0,2,0,4,15,2,13,10,1
2024-04-26,51,3,5,0,2,0,4,15,2,13,7,0
2024-04-27,51,3,5,0,2,0,4,15,2,13,7,0
2024-04-28,45,3,5,0,2,0,4,15,2,6,8,0
2024-04-29,926,114,118,34,2,1,134,330,179,6,8,0
2024-04-30,931,114,118,34,2,1,137,332,180,6,7,0
2024-05-01,922,105,119,35,2,1,136,336,181,3,4,0
2024-05-02,1009,107,120,34,3,1,138,348,182,15,51,10
2024-05-03,1003,106,120,34,3,1,138,344,179,17,51,10
2024-05-04,998,104,119,34,3,1,137,342,178,17,53,10
2024-05-05,115,3,13,5,3,0,8,25,9,18,21,10
2024-05-06,126,3,13,5,3,0,10,27,13,18,24,10
2024-05-07,127,3,13,5,3,0,10,27,14,18,25,9
2024-05-08,112,4,7,4,3,0,10,19,15,18,24,8
2024-05-09,117,6,7,5,3,0,11,19,15,18,25,8
2024-05-10,112,6,8,5,3,0,9,19,14,18,24,6
2024-05-11,112,5,7,5,3,0,8,21,14,18,25,6
2024-05-12,105,5,6,5,3,0,8,16,13,18,25,6
2024-05-13,105,4,6,5,3,0,9,17,13,18,24,6
2024-05-14,106,4,7,5,3,0,9,16,13,18,25,6
2024-05-15,102,4,7,5,3,0,9,17,11,18,23,5
2024-05-16,103,5,8,6,3,0,8,15,11,18,24,5
2024-05-17,94,5,5,6,3,0,8,10,11,18,24,4
2024-05-18,90,5,5,6,3,0,6,10,8,18,25,4
2024-05-19,91,4,5,6,3,0,6,11,8,18,26,4
2024-05-20,85,4,3,6,3,0,6,12,7,18,25,1
2024-05-21,84,5,3,5,3,0,6,11,8,18,25,0
2024-05-22,84,4,3,5,3,0,6,12,8,18,25,0
2024-05-23,83,4,3,5,3,0,5,12,8,18,25,0
2024-05-24,85,4,3,5,3,0,5,13,8,18,26,0
2024-05-25,75,4,2,3,3,0,5,11,3,18,26,0
2024-05-26,75,3,2,3,3,0,5,11,3,18,27,0
2024-05-27,72,2,2,3,3,0,5,11,3,18,25,0
2024-05-28,74,2,2,3,3,0,5,12,4,18,25,0
2024-05-29,73,2,2,3,3,0,5,13,4,18,23,0
2024-05-30,73,2,2,3,3,0,5,13,4,18,23,0
2024-05-31,75,2,2,3,3,0,5,13,5,18,24,0
2024-06-01,500,57,74,8,3,1,103,134,86,11,23,0
2024-06-02,543,57,77,9,3,2,106,143,89,25,27,5
2024-06-03,545,58,77,9,3,2,106,142,89,25,27,7
2024-06-04,547,58,77,9,3,2,106,145,89,25,25,8
2024-06-05,537,58,77,9,3,2,104,142,89,26,18,9
2024-06-06,533,57,79,9,3,2,102,142,88,24,20,7
2024-06-07,104,4,8,3,3,0,11,14,9,24,21,7
2024-06-08,104,4,8,3,3,0,10,13,10,24,22,7
2024-06-09,102,4,8,3,3,0,9,13,9,24,23,6
2024-06-10,96,4,8,3,3,0,9,12,9,26,18,4
2024-06-11,91,4,6,1,3,0,9,13,8,26,17,4
2024-06-12,93,11,6,1,3,0,9,14,5,26,16,2
2024-06-13,93,11,6,1,3,0,8,14,5,26,17,2
2024-06-14,95,11,5,1,3,0,8,14,6,26,19,2
2024-06-15,86,11,5,0,3,0,8,10,6,26,15,2
2024-06-16,85,10,5,0,3,0,8,10,6,26,14,3
2024-06-17,83,7,4,0,3,0,9,10,6,26,15,3
2024-06-18,82,7,4,0,3,0,7,9,6,26,17,3
2024-06-19,84,7,6,0,3,0,7,9,6,26,17,3
2024-06-20,82,7,6,0,3,0,7,8,6,26,16,3
2024-06-21,82,7,6,0,3,0,6,8,7,26,16,3
2024-06-22,82,7,5,0,3,0,6,9,7,26,16,3
2024-06-23,80,7,5,0,3,0,6,9,5,26,16,3
2024-06-24,80,7,5,0,3,0,6,9,5,26,16,3
2024-06-25,79,7,5,0,3,0,6,8,5,26,16,3
2024-06-26,80,7,5,0,3,0,6,8,6,26,16,3
2024-06-27,79,12,5,0,3,0,6,8,5,26,11,3
2024-06-28,74,12,5,0,3,0,2,9,4,26,10,3
2024-06-29,71,11,5,0,3,0,2,6,4,25,12,3
2024-06-30,71,10,5,0,3,0,2,7,4,25,12,3
2024-07-01,58,5,4,1,3,0,2,6,5,24,6,2
2024-07-02,110,12,4,1,6,0,6,9,8,32,11,21
2024-07-03,116,12,4,2,6,1,7,11,8,33,9,23
2024-07-04,113,10,3,2,6,1,8,10,8,33,9,23
2024-07-05,98,7,1,1,6,1,3,10,6,33,8,22
2024-07-06,98,7,1,1,6,1,2,10,6,33,7,24
2024-07-07,95,5,1,1,6,1,2,10,6,33,6,24
2024-07-08,96,5,1,1,6,1,2,10,6,33,7,24
2024-07-09,100,5,3,1,6,0,3,10,8,33,8,23
2024-07-10,96,4,3,1,6,0,2,11,6,33,7,23
2024-07-11,92,4,2,1,6,0,2,9,6,33,7,22
2024-07-12,91,4,2,1,6,0,2,8,5,33,8,22
2024-07-13,88,1,2,1,6,0,2,8,5,33,8,22
2024-07-14,88,1,2,1,6,0,2,8,4,33,9,22
2024-07-15,81,1,2,1,6,0,2,6,2,33,9,19
2024-07-16,80,1,3,1,6,1,2,4,2,33,8,19
2024-07-17,81,1,3,1,6,1,2,4,2,33,9,19
2024-07-18,77,1,2,1,6,1,2,4,2,33,6,19
2024-07-19,74,1,1,1,6,1,2,4,1,33,6,18
2024-07-20,73,1,1,1,6,1,2,4,1,33,8,15
2024-07-21,74,0,2,1,6,1,2,4,1,33,9,15
2024-07-22,73,0,2,1,6,1,2,4,1,33,8,15
2024-07-23,73,0,2,1,6,1,2,4,1,33,8,15
2024-07-24,73,0,2,1,6,1,2,4,1,33,8,15
2024-07-25,72,0,2,1,6,1,1,6,1,33,8,13
2024-07-26,68,0,2,1,6,1,1,7,1,33,7,9
2024-07-27,70,0,1,2,6,1,2,7,1,33,8,9
2024-07-28,69,0,1,2,6,1,2,5,2,33,8,9
2024-07-29,64,0,1,2,6,1,2,3,1,33,6,9
2024-07-30,64,0,2,2,6,1,1,3,1,33,6,9
2024-07-31,67,0,2,2,6,1,2,4,2,33,8,7
2024-08-01,61,0,1,2,6,1,2,7,3,30,5,4
2024-08-02,123,4,5,3,6,2,3,8,4,33,22,33
2024-08-03,124,4,5,3,6,2,1,8,3,34,24,34
2024-08-04,124,4,4,3,6,2,0,9,3,34,25,34
2024-08-05,116,1,1,2,6,2,0,9,3,34,24,34
2024-08-06,108,1,2,2,6,2,0,11,3,34,14,33
2024-08-07,107,1,2,2,6,2,0,10,3,34,14,33
2024-08-08,98,1,2,2,6,2,0,7,2,34,11,31
2024-08-09,98,1,2,2,6,2,0,7,2,34,12,30
2024-08-10,97,1,2,2,6,2,0,7,1,34,12,30
2024-08-11,93,1,2,2,6,1,0,4,0,33,14,30
2024-08-12,89,1,2,2,6,1,0,4,0,33,13,27
2024-08-13,91,2,2,2,6,1,0,6,0,33,12,27
2024-08-14,92,2,3,2,6,1,0,5,1,32,13,27
2024-08-15,89,2,4,2,6,1,0,5,2,31,11,25
2024-08-16,115,2,3,2,6,1,0,5,2,59,11,24
2024-08-17,111,2,2,2,6,1,0,5,1,58,10,24
2024-08-18,130,4,3,3,6,1,4,8,4,58,15,24
2024-08-19,132,6,3,3,6,1,5,11,4,57,15,21
2024-08-20,128,5,3,3,6,1,5,12,4,54,16,19
2024-08-21,123,5,3,3,6,1,4,12,3,52,15,19
2024-08-22,99,2,1,2,6,0,0,9,1,51,10,17
2024-08-23,92,0,1,2,6,0,0,9,1,48,10,15
2024-08-24,91,0,1,2,6,0,1,9,2,44,11,15
2024-08-25,198,9,12,3,35,0,14,42,15,41,12,15
2024-08-26,195,9,12,2,35,0,14,43,15,39,11,15
2024-08-27,199,9,12,3,35,0,15,45,17,36,11,16
2024-08-28,199,9,12,3,35,0,14,47,17,35,11,16
2024-08-29,190,8,10,3,35,0,13,46,17,31,11,16
2024-08-30,178,7,9,3,35,0,13,42,17,27,11,14
2024-08-31,96,2,0,1,35,0,2,8,6,20,11,11
2024-09-01,47,3,1,1,0,0,2,9,8,4,10,9
2024-09-02,105,6,5,1,0,0,7,10,8,5,25,38
2024-09-03,104,5,5,1,1,0,6,12,8,5,23,38
2024-09-04,91,3,3,1,1,0,5,13,9,5,13,38
2024-09-05,94,1,3,1,1,0,5,17,9,6,13,38
2024-09-06,89,0,4,1,1,0,2,17,9,5,12,38
2024-09-07,87,1,4,1,1,0,2,17,8,5,10,38
2024-09-08,83,1,4,1,1,0,2,18,3,5,10,38
2024-09-09,82,2,5,1,1,0,2,16,3,5,10,37
2024-09-10,83,2,5,1,1,0,1,17,4,5,10,37
2024-09-11,78,2,4,1,1,0,1,12,4,6,10,37
2024-09-12,77,2,4,1,1,0,1,13,4,6,8,37
2024-09-13,74,2,4,1,1,0,1,13,3,6,6,37
2024-09-14,75,2,4,1,1,0,2,13,3,6,6,37
2024-09-15,71,2,4,1,1,0,2,13,3,6,5,34
2024-09-16,72,2,2,1,0,0,2,13,4,6,8,34
2024-09-17,72,2,2,1,1,0,2,13,4,6,8,33
2024-09-18,69,1,2,1,1,0,2,13,4,6,7,32
2024-09-19,67,1,2,1,1,0,2,12,4,6,7,31
2024-09-20,68,2,2,1,1,0,2,12,6,6,8,28
2024-09-21,70,3,2,1,1,0,2,12,7,6,8,28
2024-09-22,71,3,2,0,1,0,2,13,8,6,8,28
2024-09-23,68,3,2,0,1,0,2,14,8,6,7,25
2024-09-24,67,3,2,0,1,0,2,14,7,6,6,26
2024-09-25,62,1,2,0,1,0,2,14,6,6,6,24
2024-09-26,61,1,2,0,1,0,2,14,5,6,6,24
2024-09-27,52,1,1,0,1,0,1,11,6,6,5,20
2024-09-28,47,2,1,0,1,0,1,11,6,6,5,14
2024-09-29,45,2,1,0,1,0,1,12,6,5,5,12
2024-09-30,44,3,1,0,1,0,1,13,7,5,4,9
2024-10-01,36,3,1,0,1,0,1,14,6,3,2,5
2024-10-02,54,4,3,0,1,0,1,17,6,3,5,14
2024-10-03,54,4,3,0,1,0,1,15,6,3,5,16
2024-10-04,53,3,2,0,1,0,3,15,5,4,4,16
2024-10-05,49,2,2,0,1,0,3,15,3,4,4,15
